grid_id,province,district
40.5_29.5,Kocaeli,Karamürsel
40.5_29.75,Kocaeli,Gölcük
40.5_30.0,Kocaeli,Kartepe
40.5_30.5,Sakarya,Akyazı
40.5_30.75,Sakarya,Akyazı
40.5_31.0,Bolu,Mudurnu
40.5_31.25,Bolu,Mudurnu
40.5_31.5,Bolu,Bilinmiyor
40.5_31.75,Bolu,Bilinmiyor
40.5_32.0,Bolu,Dörtdivan
40.5_32.25,Bolu,Gerede
40.5_32.5,Ankara,Kızılcahamam
40.5_32.75,Ankara,Kızılcahamam
40.5_33.0,Çankırı,Orta
40.5_33.25,Çankırı,Korgun
40.5_33.5,Çankırı,Bilinmiyor
40.5_33.75,Çankırı,Yapraklı
40.5_34.5,Çorum,Bilinmiyor
40.5_35.0,Çorum,Bilinmiyor
40.5_35.25,Çorum,Mecitözü
40.5_35.5,Amasya,Amasya
40.5_35.75,Amasya,Amasya
40.5_36.0,Amasya,Amasya
40.5_36.25,Tokat,Erbaa
40.5_36.75,Tokat,Niksar
40.5_37.0,Tokat,Niksar
40.5_37.5,Ordu,Gölköy
40.5_38.25,Giresun,Dereli
40.5_38.5,Giresun,Yağlıdere
40.5_38.75,Giresun,Güce
40.5_39.75,Trabzon,Araklı
40.5_40.0,Trabzon,Köprübaşı
40.5_40.5,Rize,İkizdere
40.5_40.75,Erzurum,İspir
40.5_41.0,Erzurum,İspir
40.5_41.25,Artvin,Yusufeli
40.5_41.5,Erzurum,Uzundere
40.5_42.0,Erzurum,Oltu
40.5_42.25,Erzurum,Şenkaya
40.5_42.5,Kars,Selim
40.5_43.0,Kars,Bilinmiyor
40.5_43.25,Kars,Bilinmiyor
40.5_43.5,Kars,Bilinmiyor
40.75_26.0,Περιφέρεια Ανατολικής Μακεδονίας και Θράκης,Meriç İli
40.75_26.25,Edirne,İpsala
40.75_26.5,Edirne,Keşan
40.75_26.75,Tekirdağ,Malkara
40.75_27.0,Tekirdağ,Malkara
40.75_27.25,Tekirdağ,Süleymanpaşa
40.75_29.0,İstanbul,Adalar
40.75_30.0,Kocaeli,İzmit
40.75_30.25,Sakarya,Adapazarı
40.75_30.5,Sakarya,Hendek
40.75_30.75,Düzce,Gümüşova
40.75_31.0,Düzce,Bilinmiyor
40.75_31.25,Düzce,Yığılca
40.75_32.0,Bolu,Mengen
40.75_32.25,Karabük,Eskipazar
40.75_32.5,Karabük,Eskipazar
40.75_32.75,Çankırı,Çerkeş
40.75_33.0,Çankırı,Atkaracalar
40.75_33.25,Çankırı,Kurşunlu
40.75_33.5,Çankırı,Ilgaz
40.75_33.75,Kastamonu,Tosya
40.75_34.0,Kastamonu,Tosya
40.75_34.5,Çorum,Dodurga
40.75_34.75,Çorum,Osmancık
40.75_35.0,Amasya,Gümüşhacıköy
40.75_35.75,Samsun,Ladik
40.75_36.0,Amasya,Taşova
40.75_36.25,Amasya,Taşova
40.75_36.75,Ordu,Akkuş
40.75_37.0,Ordu,Ünye
40.75_37.25,Ordu,Fatsa
40.75_37.5,Ordu,Gürgentepe
40.75_37.75,Ordu,Altınordu
40.75_38.0,Giresun,Piraziz
40.75_38.25,Giresun,Bilinmiyor
40.75_38.5,Giresun,Yağlıdere
40.75_38.75,Giresun,Tirebolu
40.75_39.0,Giresun,Görele
40.75_39.25,Trabzon,Düzköy
40.75_39.5,Trabzon,Maçka
40.75_39.75,Trabzon,Yomra
40.75_40.0,Trabzon,Sürmene
40.75_40.25,Trabzon,Hayrat
40.75_40.5,Rize,Bilinmiyor
40.75_41.5,Artvin,Yusufeli
40.75_42.0,Erzurum,Olur
40.75_42.5,Ardahan,Göle
40.75_42.75,Ardahan,Göle
40.75_43.25,Kars,Arpaçay
40.75_43.5,Kars,Akyaka
41.0_26.25,Edirne,Meriç
41.0_26.5,Edirne,Uzunköprü
41.0_26.75,Tekirdağ,Hayrabolu
41.0_27.0,Tekirdağ,Hayrabolu
41.0_27.25,Tekirdağ,Süleymanpaşa
41.0_27.5,Tekirdağ,Muratlı
41.0_27.75,Tekirdağ,Çorlu
41.0_28.0,İstanbul,Silivri
41.0_28.25,İstanbul,Silivri
41.0_28.5,İstanbul,Arnavutköy
41.0_28.75,İstanbul,Sultangazi
41.0_29.0,İstanbul,Beykoz
41.0_29.25,İstanbul,Şile
41.0_29.5,İstanbul,Şile
41.0_29.75,İstanbul,Şile
41.0_30.0,Kocaeli,Kandıra
41.0_30.5,Sakarya,Karasu
41.0_31.0,Düzce,Akçakoca
41.0_31.25,Zonguldak,Alaplı
41.0_31.5,Zonguldak,Alaplı
41.0_31.75,Zonguldak,Devrek
41.0_32.75,Karabük,Ovacık
41.0_33.0,Kastamonu,Araç
41.0_33.25,Kastamonu,Araç
41.0_33.5,Kastamonu,İhsangazi
41.0_33.75,Kastamonu,Bilinmiyor
41.0_34.0,Kastamonu,Tosya
41.0_34.25,Çorum,Kargı
41.0_34.5,Çorum,Kargı
41.0_34.75,Çorum,Osmancık
41.0_35.0,Samsun,Vezirköprü
41.0_35.25,Samsun,Vezirköprü
41.0_35.5,Samsun,Havza
41.0_35.75,Samsun,Kavak
41.0_36.5,Samsun,Çarşamba
41.0_36.75,Samsun,Terme
41.0_37.0,Samsun,Terme
41.0_37.25,Ordu,Bilinmiyor
41.0_37.5,Ordu,Bilinmiyor
41.0_38.75,Giresun,Bilinmiyor
41.0_40.5,Rize,Bilinmiyor
41.0_40.75,Rize,Pazar
41.0_41.75,Artvin,Bilinmiyor
41.0_42.5,Ardahan,Bilinmiyor
41.0_43.0,Ardahan,Çıldır
41.0_43.25,Ardahan,Çıldır
41.0_43.5,Şirak,Ծաղկուտ
41.25_26.25,Περιφέρεια Ανατολικής Μακεδονίας και Θράκης,Meriç İli
41.25_26.5,Περιφέρεια Ανατολικής Μακεδονίας και Θράκης,Meriç İli
41.25_26.75,Edirne,Uzunköprü
41.25_27.0,Kırklareli,Babaeski
41.25_27.25,Kırklareli,Lüleburgaz
41.25_27.75,Tekirdağ,Kapaklı
41.25_28.0,İstanbul,Çatalca
41.25_28.25,İstanbul,Çatalca
41.25_28.5,İstanbul,Bilinmiyor
41.25_28.75,İstanbul,Bilinmiyor
41.25_31.5,Zonguldak,Ereğli
41.25_31.75,Zonguldak,Bilinmiyor
41.25_32.0,Zonguldak,Çaycuma
41.25_32.25,Bartın,Bilinmiyor
41.25_32.5,Bartın,Ulus
41.25_32.75,Karabük,Eflani
41.25_33.0,Karabük,Eflani
41.25_33.25,Kastamonu,Daday
41.25_33.75,Kastamonu,Bilinmiyor
41.25_34.0,Kastamonu,Taşköprü
41.25_34.5,Sinop,Boyabat
41.25_34.75,Sinop,Saraydüzü
41.25_35.0,Sinop,Durağan
41.25_35.25,Sinop,Durağan
41.25_35.5,Samsun,Bafra
41.25_35.75,Samsun,Bafra
41.25_36.0,Samsun,Atakum
41.25_36.25,Samsun,İlkadım
41.25_36.5,Samsun,Çarşamba
41.25_36.75,Samsun,Terme
41.25_41.25,Artvin,Hopa
41.25_41.5,Artvin,Borçka
41.25_42.25,Artvin,Şavşat
41.5_26.25,Περιφέρεια Ανατολικής Μακεδονίας και Θράκης,Meriç İli
41.5_26.5,Edirne,Bilinmiyor
41.5_26.75,Edirne,Havsa
41.5_27.0,Kırklareli,Bilinmiyor
41.5_27.25,Kırklareli,Pınarhisar
41.5_27.75,Kırklareli,Vize
41.5_32.0,Bartın,Bilinmiyor
41.5_32.25,Bartın,Bilinmiyor
41.5_32.5,Bartın,Ulus
41.5_32.75,Bartın,Ulus
41.5_33.75,Kastamonu,Devrekani
41.5_34.5,Sinop,Boyabat
41.5_34.75,Sinop,Boyabat
41.5_35.0,Sinop,Gerze
41.5_35.5,Samsun,Alaçam
41.5_36.0,Samsun,Bilinmiyor
41.5_42.25,Acara Özerk Cumhuriyeti,ხულოს მუნიციპალიტეტი
41.75_26.25,Hasköy (il),Bilinmiyor
41.75_26.75,Edirne,Lalapaşa
41.75_27.0,Kırklareli,Bilinmiyor
41.75_27.25,Kırklareli,Bilinmiyor
41.75_27.5,Kırklareli,Demirköy
41.75_27.75,Kırklareli,Demirköy
41.75_33.0,Kastamonu,Cide
41.75_33.25,Kastamonu,Azdavay
41.75_33.5,Kastamonu,Küre
41.75_33.75,Kastamonu,İnebolu
41.75_34.0,Kastamonu,Çatalzeytin
41.75_34.75,Sinop,Erfelek
41.75_35.0,Sinop,Gerze
42.0_26.75,Yambol (il),Bilinmiyor
42.0_27.0,Burgaz (il),Bilinmiyor
42.0_35.0,Sinop,Bilinmiyor
