latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
35.52697,44.34741,310.59,0.6,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,293.41,3.35,N
35.52851,44.34488,331.94,0.6,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,294.47,6.99,N
35.52886,44.34116,354.32,0.6,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,296.27,7.04,N
35.53037,44.33862,367.0,0.6,0.7,2026-08-21,3,N,VIIRS,h,2.0NRT,296.88,6.99,N
35.53076,44.33486,316.72,0.6,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,295.87,7.04,N
35.53703,44.33737,315.53,0.6,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,294.57,2.0,N
35.56656,44.2859,311.0,0.59,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,295.53,2.19,N
35.56768,44.28329,309.07,0.59,0.7,2026-08-21,3,N,VIIRS,n,2.0NRT,295.21,2.43,N
35.62735,44.00885,352.57,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,303.37,18.38,N
35.62762,44.01241,347.95,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.87,17.34,N
35.6291,44.00284,322.72,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,295.71,18.38,N
35.62941,44.00644,367.0,0.57,0.69,2026-08-21,3,N,VIIRS,h,2.0NRT,302.07,32.04,N
35.65995,43.96773,312.78,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.25,2.83,N
35.66173,43.96159,324.83,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.96,2.83,N
35.6619,43.89742,304.03,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,292.31,0.82,N
35.66233,43.96525,339.79,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,298.34,5.79,N
35.68128,43.87826,353.8,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.39,15.87,N
35.68308,43.8722,353.93,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,295.63,15.87,N
35.68456,43.88294,310.21,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,295.48,22.59,N
35.68632,43.87688,367.0,0.56,0.69,2026-08-21,3,N,VIIRS,h,2.0NRT,306.84,22.59,N
35.68736,43.88085,354.08,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,297.88,14.51,N
35.68808,43.8708,306.8,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,294.74,25.28,N
35.68915,43.87477,367.0,0.56,0.69,2026-08-21,3,N,VIIRS,h,2.0NRT,297.51,14.51,N
35.7229,44.03961,367.0,0.57,0.69,2026-08-21,3,N,VIIRS,h,2.0NRT,298.15,7.95,N
35.72504,44.04047,367.0,0.57,0.69,2026-08-21,3,N,VIIRS,h,2.0NRT,300.65,9.59,N
35.72686,44.03439,319.81,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,295.56,9.59,N
35.72908,44.04199,320.33,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.67,7.95,N
35.7309,44.0358,317.0,0.57,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.23,10.33,N
35.76958,43.99728,325.86,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.71,2.88,N
35.77131,43.99133,307.58,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.05,2.88,N
35.77205,43.99817,326.94,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,297.21,4.71,N
35.7738,43.99224,308.82,0.56,0.69,2026-08-21,3,N,VIIRS,n,2.0NRT,296.18,4.56,N
35.94997,43.72843,308.66,0.54,0.68,2026-08-21,3,N,VIIRS,n,2.0NRT,295.44,1.38,N
35.95249,43.72975,310.15,0.54,0.68,2026-08-21,3,N,VIIRS,n,2.0NRT,295.23,1.29,N
35.96549,43.76744,310.37,0.54,0.68,2026-08-21,3,N,VIIRS,n,2.0NRT,297.69,3.29,N
35.9789,43.76778,323.58,0.54,0.68,2026-08-21,3,N,VIIRS,n,2.0NRT,297.58,5.62,N
35.98478,43.77073,319.07,0.54,0.68,2026-08-21,3,N,VIIRS,n,2.0NRT,296.67,3.4,N
