latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.08191,32.79781,300.32,0.35,0.57,2025-05-28,31,N,VIIRS,n,2,278.21,0.7,N,0
40.75662,29.76395,297.33,0.48,0.48,2025-05-28,31,N,VIIRS,n,2,286.66,1.46,N,2
40.76484,29.53237,313.68,0.47,0.48,2025-05-28,31,N,VIIRS,n,2,287.57,1.94,N,3
40.76603,29.52786,323.2,0.47,0.48,2025-05-28,31,N,VIIRS,n,2,289.8,3.11,N,3
40.7661,29.52694,301.11,0.47,0.48,2025-05-28,31,N,VIIRS,n,2,288.51,1.94,N,3
40.77028,29.52951,303.27,0.47,0.48,2025-05-28,31,N,VIIRS,n,2,288.27,1.09,N,2
40.77036,29.52859,300.07,0.47,0.48,2025-05-28,31,N,VIIRS,n,2,287.4,1.22,N,2
41.01489,27.96281,307.07,0.39,0.44,2025-05-28,31,N,VIIRS,n,2,285.52,1.26,N,2
41.01519,27.9611,311.81,0.39,0.44,2025-05-28,31,N,VIIRS,n,2,285.84,1.43,N,2
41.01938,28.55443,311.47,0.42,0.45,2025-05-28,31,N,VIIRS,n,2,285.3,1.45,N,2
41.26404,31.42579,314.86,0.56,0.52,2025-05-28,31,N,VIIRS,n,2,287.91,2.42,N,2
41.79715,26.6999,301.9,0.5,0.41,2025-05-28,31,N,VIIRS,n,2,283.53,1.11,N,2
37.25565,30.4418,298.28,0.63,0.54,2025-05-28,32,N,VIIRS,n,2,284.88,1.36,N,0
38.42471,27.21759,298.0,0.41,0.45,2025-05-28,32,N,VIIRS,n,2,286.44,0.67,N,2
38.45378,27.26263,298.13,0.41,0.45,2025-05-28,32,N,VIIRS,n,2,287.05,0.73,N,2
38.73556,26.94602,310.27,0.39,0.44,2025-05-28,32,N,VIIRS,n,2,289.88,1.32,N,2
38.7395,26.94741,300.9,0.39,0.44,2025-05-28,32,N,VIIRS,n,2,289.38,1.32,N,2
38.74328,26.92989,298.73,0.39,0.44,2025-05-28,32,N,VIIRS,n,2,286.61,0.65,N,2
38.74343,26.9488,298.99,0.39,0.44,2025-05-28,32,N,VIIRS,n,2,288.15,0.55,N,2
38.74736,26.95023,302.79,0.39,0.44,2025-05-28,32,N,VIIRS,n,2,286.72,0.55,N,2
38.75415,26.93839,301.29,0.39,0.44,2025-05-28,32,N,VIIRS,n,2,285.88,0.36,N,0
39.09338,27.51335,295.21,0.41,0.45,2025-05-28,32,N,VIIRS,n,2,284.47,0.7,N,0
39.60747,27.87996,297.32,0.41,0.45,2025-05-28,32,N,VIIRS,n,2,284.3,0.44,N,2
39.70807,30.15178,299.28,0.53,0.5,2025-05-28,32,N,VIIRS,n,2,278.14,1.29,N,0
39.86669,26.24279,315.79,0.52,0.41,2025-05-28,32,N,VIIRS,n,2,287.94,2.29,N,2
35.53245,44.33961,351.76,0.41,0.37,2025-05-28,1012,N,VIIRS,n,2,316.96,16.81,D,2
35.53585,44.33892,341.64,0.41,0.37,2025-05-28,1012,N,VIIRS,n,2,307.14,4.15,D,2
35.60633,36.23003,348.58,0.57,0.43,2025-05-28,1012,N,VIIRS,n,2,306.54,39.82,D,0
35.6298,44.00604,343.31,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,312.57,13.62,D,2
35.68199,43.87907,345.53,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,310.98,20.32,D,2
35.68474,43.87397,348.96,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,314.23,8.99,D,2
35.68596,43.88275,340.64,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,309.68,20.32,D,2
35.68871,43.87765,345.45,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,312.59,5.28,D,2
35.7253,44.04234,348.5,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,317.81,13.98,D,2
35.98096,43.77011,345.29,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,318.41,4.67,D,2
36.50766,42.74079,349.79,0.39,0.36,2025-05-28,1012,N,VIIRS,n,2,323.72,21.37,D,0
36.86887,43.49011,338.73,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,313.26,3.45,D,2
36.89259,43.43059,340.97,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,312.96,3.23,D,2
36.90773,43.39071,346.55,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,312.72,5.47,D,2
36.93465,43.31243,347.79,0.4,0.37,2025-05-28,1012,N,VIIRS,n,2,312.03,4.03,D,0
36.93679,35.53556,346.62,0.39,0.44,2025-05-28,1013,N,VIIRS,n,2,294.44,5.26,D,0
37.23881,35.70546,339.67,0.56,0.43,2025-05-28,1013,N,VIIRS,n,2,297.3,6.93,D,0
38.09052,26.94956,367.0,0.34,0.56,2025-05-28,1154,N,VIIRS,h,2,295.25,7.31,D,0
38.41227,30.81673,349.79,0.56,0.68,2025-05-28,1154,N,VIIRS,n,2,301.87,8.5,D,0
38.41351,30.8149,356.13,0.56,0.68,2025-05-28,1154,N,VIIRS,n,2,302.9,11.46,D,0
38.31172,38.25359,301.49,0.4,0.6,2025-05-28,2232,N,VIIRS,n,2,282.07,0.58,N,0
