latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.17263,32.62934,296.55,0.45,0.63,2024-10-10,41,N,VIIRS,n,2,283.27,1.37,N,0
41.24353,36.463,300.65,0.68,0.74,2024-10-10,41,N,VIIRS,n,2,287.27,1.56,N,2
41.2441,36.46502,301.74,0.68,0.74,2024-10-10,41,N,VIIRS,n,2,287.15,2.19,N,2
41.25741,31.41378,307.32,0.39,0.6,2024-10-10,41,N,VIIRS,n,2,283.74,2.43,N,2
41.2666,31.42348,310.15,0.39,0.6,2024-10-10,41,N,VIIRS,n,2,286.51,2.98,N,2
41.79721,26.70388,300.56,0.45,0.47,2024-10-10,41,N,VIIRS,n,2,285.51,0.69,N,2
37.89377,34.87661,315.3,0.73,0.76,2024-10-10,42,N,VIIRS,n,2,278.06,6.02,N,0
37.89901,34.88413,316.28,0.73,0.76,2024-10-10,42,N,VIIRS,n,2,278.73,5.07,N,0
38.42765,27.21892,299.01,0.58,0.52,2024-10-10,42,N,VIIRS,n,2,288.47,0.75,N,2
38.65659,30.61712,302.83,0.42,0.61,2024-10-10,42,N,VIIRS,n,2,281.6,1.67,N,2
38.73727,26.94451,309.18,0.55,0.51,2024-10-10,42,N,VIIRS,n,2,291.16,2.34,N,2
38.74024,26.93221,310.59,0.55,0.51,2024-10-10,42,N,VIIRS,n,2,289.31,2.48,N,2
38.74636,26.94818,312.86,0.55,0.51,2024-10-10,42,N,VIIRS,n,2,289.08,2.78,N,2
38.74815,26.94911,309.05,0.55,0.51,2024-10-10,42,N,VIIRS,n,2,289.25,2.55,N,2
39.48309,30.04038,308.8,0.38,0.58,2024-10-10,42,N,VIIRS,n,2,281.34,1.71,N,2
35.51519,36.22211,331.36,0.43,0.38,2024-10-10,1022,N,VIIRS,n,2,303.66,3.92,D,0
35.53214,44.33919,351.9,0.52,0.41,2024-10-10,1022,N,VIIRS,n,2,317.19,6.71,D,2
35.53596,44.33852,341.06,0.52,0.41,2024-10-10,1022,N,VIIRS,n,2,315.24,4.44,D,2
35.69641,38.75845,350.88,0.39,0.36,2024-10-10,1022,N,VIIRS,n,2,318.59,12.3,D,0
35.69971,38.75767,353.5,0.39,0.36,2024-10-10,1022,N,VIIRS,n,2,313.1,12.3,D,0
35.92479,43.78896,341.96,0.5,0.41,2024-10-10,1022,N,VIIRS,n,2,314.61,3.24,D,2
35.93952,44.18745,345.7,0.52,0.41,2024-10-10,1022,N,VIIRS,n,2,313.7,6.36,D,0
36.01923,43.68109,346.36,0.49,0.4,2024-10-10,1022,N,VIIRS,n,2,317.29,5.73,D,2
36.17271,37.37403,334.29,0.4,0.37,2024-10-10,1022,N,VIIRS,n,2,306.54,1.56,D,0
36.17851,38.60424,352.86,0.39,0.36,2024-10-10,1022,N,VIIRS,n,2,318.7,11.9,D,0
36.26291,33.72833,330.7,0.53,0.42,2024-10-10,1022,N,VIIRS,n,2,301.08,3.33,D,2
36.26731,44.14346,351.2,0.52,0.41,2024-10-10,1022,N,VIIRS,n,2,315.31,10.78,D,0
36.60977,38.49636,339.47,0.39,0.36,2024-10-10,1022,N,VIIRS,n,2,313.42,2.58,D,0
