latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.76422,32.21579,296.28,0.52,0.5,2025-08-11,25,N,VIIRS,n,2,284.85,1.04,N,2
40.76434,32.21549,299.01,0.52,0.5,2025-08-11,25,N,VIIRS,n,2,284.98,0.94,N,2
41.1769,32.63624,302.91,0.53,0.5,2025-08-11,25,N,VIIRS,n,2,292.8,2.31,N,2
41.19476,32.62391,302.38,0.53,0.5,2025-08-11,25,N,VIIRS,n,2,292.01,2.14,N,0
41.24434,36.46267,310.2,0.41,0.6,2025-08-11,25,N,VIIRS,n,2,292.95,1.69,N,2
41.25646,31.41602,304.32,0.46,0.47,2025-08-11,25,N,VIIRS,n,2,291.99,1.38,N,2
41.25941,31.42314,317.56,0.46,0.47,2025-08-11,25,N,VIIRS,n,2,292.05,2.47,N,2
41.26362,31.42488,313.46,0.46,0.47,2025-08-11,25,N,VIIRS,n,2,295.45,2.38,N,2
41.63034,27.68625,307.08,0.47,0.4,2025-08-11,25,N,VIIRS,n,2,292.54,1.03,N,2
41.79826,26.70325,303.44,0.44,0.38,2025-08-11,25,N,VIIRS,n,2,292.37,0.99,N,2
36.71595,36.20274,306.8,0.53,0.67,2025-08-11,26,N,VIIRS,n,2,296.29,2.65,N,2
36.71749,36.19749,309.23,0.53,0.67,2025-08-11,26,N,VIIRS,n,2,296.78,3.61,N,2
36.72766,36.20842,307.0,0.53,0.67,2025-08-11,26,N,VIIRS,n,2,296.78,2.55,N,2
37.25225,30.44142,308.66,0.51,0.5,2025-08-11,26,N,VIIRS,n,2,295.51,1.05,N,2
37.46886,36.90699,310.8,0.55,0.68,2025-08-11,26,N,VIIRS,n,2,296.13,2.44,N,0
37.47255,36.90895,320.07,0.55,0.68,2025-08-11,26,N,VIIRS,n,2,297.1,5.83,N,0
37.47482,36.90984,317.0,0.55,0.68,2025-08-11,26,N,VIIRS,n,2,297.16,2.44,N,0
38.42809,27.2166,314.89,0.51,0.41,2025-08-11,26,N,VIIRS,n,2,300.71,3.46,N,2
38.65857,30.62084,304.64,0.49,0.48,2025-08-11,26,N,VIIRS,n,2,290.43,0.88,N,2
38.75243,26.93556,309.82,0.49,0.4,2025-08-11,26,N,VIIRS,n,2,297.25,1.61,N,0
39.09151,27.51548,305.85,0.51,0.41,2025-08-11,26,N,VIIRS,n,2,293.94,1.33,N,0
39.09271,27.50967,314.86,0.51,0.41,2025-08-11,26,N,VIIRS,n,2,295.1,1.33,N,0
39.10365,27.51422,305.89,0.51,0.41,2025-08-11,26,N,VIIRS,n,2,295.22,1.51,N,0
39.11368,27.52325,312.16,0.51,0.41,2025-08-11,26,N,VIIRS,n,2,295.09,2.19,N,2
39.48475,30.04235,299.94,0.44,0.46,2025-08-11,26,N,VIIRS,n,2,289.46,0.43,N,2
39.58863,26.4272,301.97,0.46,0.39,2025-08-11,26,N,VIIRS,n,2,291.22,0.26,N,0
39.86504,26.24204,321.88,0.45,0.39,2025-08-11,26,N,VIIRS,n,2,297.92,3.05,N,2
40.01589,27.00581,306.81,0.47,0.4,2025-08-11,26,N,VIIRS,n,2,293.25,1.13,N,0
40.26184,30.04218,305.45,0.42,0.45,2025-08-11,26,N,VIIRS,n,2,291.8,0.64,N,2
40.78083,29.60367,305.64,0.39,0.44,2025-08-11,26,N,VIIRS,n,2,295.3,1.42,N,2
41.01549,27.96031,308.71,0.49,0.41,2025-08-11,26,N,VIIRS,n,2,294.25,1.26,N,2
41.02041,28.5546,315.43,0.52,0.42,2025-08-11,26,N,VIIRS,n,2,295.78,2.29,N,2
35.68327,43.87859,367.0,0.38,0.36,2025-08-11,1006,N,VIIRS,h,2,344.76,29.13,D,2
36.30251,36.32363,353.91,0.45,0.47,2025-08-11,1006,N,VIIRS,n,2,321.67,14.78,D,0
36.31184,36.3048,343.6,0.45,0.47,2025-08-11,1006,N,VIIRS,n,2,318.16,3.84,D,0
36.31807,36.29223,345.28,0.45,0.47,2025-08-11,1006,N,VIIRS,n,2,319.66,4.91,D,0
