latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
35.52478,44.34338,342.6,0.57,0.43,2024-11-24,938,N,VIIRS,n,2,298.05,7.79,D,2
35.5287,44.34219,340.37,0.57,0.43,2024-11-24,938,N,VIIRS,n,2,297.63,5.52,D,2
35.53263,44.34101,336.65,0.57,0.43,2024-11-24,938,N,VIIRS,n,2,297.29,5.52,D,2
35.62908,44.01029,341.74,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,305.93,11.43,D,2
35.62929,44.00936,354.89,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,302.43,12.86,D,2
35.6617,43.96379,340.28,0.4,0.44,2024-11-24,938,N,VIIRS,n,2,300.83,8.56,D,2
35.68626,43.87775,343.29,0.4,0.44,2024-11-24,938,N,VIIRS,n,2,310.2,40.98,D,2
35.70955,43.9901,347.24,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,301.14,9.8,D,0
35.72419,44.04055,344.66,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,300.63,6.88,D,2
35.7703,43.99574,334.01,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,298.06,3.83,D,2
35.80981,44.18523,341.07,0.38,0.43,2024-11-24,938,N,VIIRS,n,2,294.4,3.96,D,0
35.95161,43.72978,333.48,0.4,0.44,2024-11-24,938,N,VIIRS,n,2,296.84,1.97,D,2
36.03588,43.75006,330.33,0.4,0.44,2024-11-24,938,N,VIIRS,n,2,294.54,2.09,D,0
36.04479,43.75187,328.81,0.4,0.44,2024-11-24,938,N,VIIRS,n,2,293.42,3.78,D,0
36.07014,43.8318,338.94,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,293.68,4.76,D,0
36.09695,44.12009,336.64,0.57,0.43,2024-11-24,938,N,VIIRS,n,2,295.57,3.48,D,0
36.09996,44.12085,332.15,0.57,0.43,2024-11-24,938,N,VIIRS,n,2,294.86,6.35,D,0
36.10086,44.11882,330.26,0.57,0.43,2024-11-24,938,N,VIIRS,n,2,294.09,2.89,D,0
36.27932,43.9631,330.87,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,295.32,1.31,D,0
36.28024,43.96352,329.0,0.39,0.44,2024-11-24,938,N,VIIRS,n,2,294.33,1.58,D,0
36.8462,42.5944,333.54,0.44,0.46,2024-11-24,939,N,VIIRS,n,2,295.23,5.56,D,0
36.85036,42.59306,354.84,0.44,0.46,2024-11-24,939,N,VIIRS,n,2,295.01,5.56,D,0
36.85349,42.58689,348.96,0.44,0.46,2024-11-24,939,N,VIIRS,n,2,296.02,6.91,D,0
36.85559,42.5966,331.29,0.44,0.46,2024-11-24,939,N,VIIRS,n,2,294.78,5.21,D,0
36.85767,42.58558,340.36,0.44,0.46,2024-11-24,939,N,VIIRS,n,2,294.69,6.91,D,0
36.90538,43.38982,339.97,0.4,0.44,2024-11-24,939,N,VIIRS,n,2,289.96,5.39,D,2
37.19085,42.33497,327.71,0.44,0.46,2024-11-24,939,N,VIIRS,n,2,291.92,2.79,D,0
37.67439,40.38904,340.67,0.55,0.51,2024-11-24,939,N,VIIRS,n,2,289.9,6.33,D,0
39.16473,25.87494,335.44,0.4,0.37,2024-11-24,1120,N,VIIRS,n,2,288.65,5.18,D,0
39.16975,25.91201,327.61,0.4,0.37,2024-11-24,1120,N,VIIRS,n,2,284.76,1.78,D,0
39.17573,25.85335,328.93,0.4,0.37,2024-11-24,1120,N,VIIRS,n,2,286.11,9.8,D,0
39.17636,25.85798,340.08,0.4,0.37,2024-11-24,1120,N,VIIRS,n,2,292.89,9.8,D,0
39.20655,25.8771,335.18,0.4,0.37,2024-11-24,1120,N,VIIRS,n,2,287.07,5.42,D,0
39.2113,25.99095,328.09,0.41,0.37,2024-11-24,1120,N,VIIRS,n,2,281.63,3.28,D,0
39.25135,25.92496,338.87,0.4,0.37,2024-11-24,1120,N,VIIRS,n,2,285.83,4.9,D,0
39.48408,30.03976,301.89,0.44,0.38,2024-11-24,2339,N,VIIRS,n,2,271.09,1.42,N,2
39.86414,26.24242,306.3,0.43,0.46,2024-11-24,2339,N,VIIRS,n,2,274.7,1.07,N,2
41.26456,31.42223,295.79,0.42,0.37,2024-11-24,2339,N,VIIRS,n,2,276.62,1.39,N,2
41.26734,31.42801,300.39,0.42,0.37,2024-11-24,2339,N,VIIRS,n,2,276.42,0.8,N,2
41.26799,31.42305,296.5,0.42,0.37,2024-11-24,2339,N,VIIRS,n,2,275.49,1.32,N,2
36.13752,41.09172,297.48,0.52,0.5,2024-11-24,2340,N,VIIRS,n,2,276.16,0.4,N,0
36.14252,40.81833,308.42,0.5,0.49,2024-11-24,2340,N,VIIRS,n,2,276.09,1.56,N,2
36.14352,40.81963,310.93,0.5,0.49,2024-11-24,2340,N,VIIRS,n,2,275.78,0.75,N,2
36.16701,41.04744,296.79,0.51,0.5,2024-11-24,2340,N,VIIRS,n,2,275.48,0.78,N,0
36.7163,36.20009,332.81,0.45,0.39,2024-11-24,2340,N,VIIRS,n,2,276.66,7.4,N,2
36.7198,36.20113,339.05,0.45,0.39,2024-11-24,2340,N,VIIRS,n,2,279.88,7.4,N,2
36.73992,36.21217,305.96,0.45,0.39,2024-11-24,2340,N,VIIRS,n,2,280.47,1.42,N,2
36.87119,34.76616,295.3,0.41,0.37,2024-11-24,2340,N,VIIRS,n,2,278.82,1.07,N,2
36.96444,35.45058,297.21,0.42,0.38,2024-11-24,2340,N,VIIRS,n,2,277.34,0.7,N,2
37.29337,37.15929,299.26,0.48,0.4,2024-11-24,2340,N,VIIRS,n,2,274.36,0.87,N,2
37.93914,32.53423,296.13,0.39,0.36,2024-11-24,2340,N,VIIRS,n,2,271.76,0.71,N,2
38.21975,28.27969,295.04,0.5,0.41,2024-11-24,2340,N,VIIRS,n,2,271.94,0.54,N,0
38.42665,27.21358,297.98,0.56,0.43,2024-11-24,2340,N,VIIRS,n,2,276.44,1.71,N,2
38.74274,26.93074,296.69,0.39,0.44,2024-11-24,2340,N,VIIRS,n,2,274.17,0.55,N,2
36.93519,42.1231,332.99,0.41,0.6,2024-11-25,920,N,VIIRS,n,2,288.39,3.11,D,2
36.93612,42.12154,367.0,0.41,0.61,2024-11-25,920,N,VIIRS,h,2,290.1,7.04,D,2
36.94058,42.12094,325.45,0.41,0.6,2024-11-25,920,N,VIIRS,n,2,286.43,3.11,D,2
36.94478,42.13377,330.26,0.45,0.63,2024-11-25,1100,N,VIIRS,n,2,288.47,2.13,D,2
36.94884,42.1321,344.69,0.45,0.63,2024-11-25,1100,N,VIIRS,n,2,288.88,2.1,D,2
36.56914,29.35222,337.8,0.38,0.36,2024-11-25,1101,N,VIIRS,n,2,285.82,5.02,D,0
37.5691,27.26067,331.82,0.4,0.37,2024-11-25,1101,N,VIIRS,n,2,285.24,2.69,D,0
39.14679,26.131,329.13,0.41,0.37,2024-11-25,1102,N,VIIRS,n,2,289.21,2.03,D,0
39.15661,26.02518,330.1,0.41,0.37,2024-11-25,1102,N,VIIRS,n,2,289.99,7.2,D,0
39.19577,25.86213,336.54,0.42,0.38,2024-11-25,1102,N,VIIRS,n,2,288.91,5.81,D,0
39.19917,25.86109,342.1,0.42,0.38,2024-11-25,1102,N,VIIRS,n,2,291.49,5.81,D,0
39.20003,25.86603,333.29,0.42,0.38,2024-11-25,1102,N,VIIRS,n,2,289.42,3.21,D,0
39.20079,25.95189,339.47,0.42,0.37,2024-11-25,1102,N,VIIRS,n,2,289.33,6.99,D,0
40.18955,26.56112,334.94,0.4,0.37,2024-11-25,1102,N,VIIRS,n,2,287.16,9.79,D,0
41.14944,26.53311,327.86,0.39,0.36,2024-11-25,1102,N,VIIRS,n,2,286.64,1.58,D,0
41.17106,26.31914,325.53,0.4,0.37,2024-11-25,1102,N,VIIRS,n,2,286.26,1.76,D,0
41.28108,26.28359,329.19,0.39,0.37,2024-11-25,1102,N,VIIRS,n,2,286.31,2.52,D,0
41.38059,26.43202,329.08,0.39,0.36,2024-11-25,1102,N,VIIRS,n,2,285.09,1.46,D,0
41.41873,26.88873,334.15,0.39,0.36,2024-11-25,1102,N,VIIRS,n,2,286.78,2.42,D,0
