latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.03207,38.76219,305.12,0.76,0.77,2026-06-27,35,N,VIIRS,n,2.0NRT,290.63,1.15,N
36.03541,38.76771,302.76,0.76,0.77,2026-06-27,35,N,VIIRS,n,2.0NRT,290.35,1.03,N
36.03882,38.76551,301.15,0.76,0.77,2026-06-27,35,N,VIIRS,n,2.0NRT,290.34,0.8,N
36.74405,39.34436,303.16,0.78,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,287.66,1.28,N
36.80611,38.02198,301.68,0.67,0.73,2026-06-27,35,N,VIIRS,n,2.0NRT,290.58,0.84,N
36.83065,38.90918,301.02,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.33,0.99,N
36.84844,39.02211,304.47,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.36,1.72,N
36.85262,39.02074,304.3,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.61,2.02,N
36.85292,38.86419,305.31,0.73,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,287.66,1.29,N
36.92805,38.90834,312.86,0.73,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.56,1.99,N
36.93466,38.91177,307.49,0.73,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.8,1.99,N
36.96343,39.08644,340.57,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,289.65,11.31,N
36.96579,39.09409,300.47,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.35,8.38,N
36.96606,39.07827,306.61,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.78,12.0,N
36.96846,39.08597,367.0,0.74,0.76,2026-06-27,35,N,VIIRS,h,2.0NRT,293.7,16.0,N
36.9701,39.08985,346.77,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,290.71,11.31,N
36.97112,39.07783,302.04,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.75,16.0,N
36.97272,39.08169,334.48,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,289.73,12.0,N
36.97621,38.99847,305.45,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,289.29,1.34,N
36.98573,39.64714,307.96,0.79,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,289.25,1.94,N
36.98966,39.65301,312.03,0.79,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,287.22,1.62,N
36.9925,39.64434,306.71,0.79,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,287.2,1.62,N
36.99255,39.65061,312.32,0.79,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,283.37,1.54,N
37.01098,38.86607,307.15,0.72,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,290.88,1.8,N
37.01424,38.87469,307.68,0.72,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,290.9,1.91,N
37.01687,38.86664,303.04,0.72,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,291.25,2.41,N
37.0175,38.86969,303.1,0.72,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,290.93,1.93,N
37.06317,39.10527,300.36,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.66,1.57,N
37.06632,39.10738,303.33,0.74,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,288.55,1.45,N
37.08615,39.02315,314.35,0.73,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,289.66,3.07,N
37.08924,39.02417,311.93,0.73,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,289.43,3.01,N
37.13959,38.88295,312.98,0.72,0.75,2026-06-27,35,N,VIIRS,n,2.0NRT,291.33,2.37,N
37.14198,38.88337,310.9,0.72,0.76,2026-06-27,35,N,VIIRS,n,2.0NRT,291.78,1.93,N
37.25747,39.72713,301.65,0.78,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,288.02,1.92,N
37.26003,39.72418,300.55,0.78,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,288.28,1.39,N
37.29636,37.15606,303.72,0.59,0.7,2026-06-27,35,N,VIIRS,n,2.0NRT,292.54,0.93,N
37.29705,37.15626,302.77,0.58,0.7,2026-06-27,35,N,VIIRS,n,2.0NRT,291.79,1.12,N
37.35191,37.1608,304.77,0.58,0.7,2026-06-27,35,N,VIIRS,n,2.0NRT,292.55,1.28,N
37.99121,40.22818,325.72,0.79,0.78,2026-06-27,35,N,VIIRS,n,2.0NRT,283.82,2.45,N
38.65778,30.61968,297.6,0.5,0.49,2026-06-27,35,N,VIIRS,n,2.0NRT,286.53,1.56,N
38.66719,39.23386,298.58,0.68,0.74,2026-06-27,35,N,VIIRS,n,2.0NRT,287.58,1.21,N
38.73723,26.93157,308.81,0.5,0.41,2026-06-27,35,N,VIIRS,n,2.0NRT,294.48,1.35,N
38.74092,26.9328,312.45,0.5,0.41,2026-06-27,35,N,VIIRS,n,2.0NRT,294.63,1.35,N
38.74113,26.95117,321.2,0.5,0.41,2026-06-27,35,N,VIIRS,n,2.0NRT,296.03,2.46,N
38.752,26.93645,307.07,0.5,0.41,2026-06-27,35,N,VIIRS,n,2.0NRT,294.05,1.08,N
39.09105,27.51383,305.28,0.53,0.42,2026-06-27,35,N,VIIRS,n,2.0NRT,293.67,2.15,N
39.169,27.63289,302.93,0.53,0.42,2026-06-27,35,N,VIIRS,n,2.0NRT,292.88,0.7,N
39.48473,30.04234,305.03,0.45,0.47,2026-06-27,35,N,VIIRS,n,2.0NRT,287.06,0.74,N
39.74452,30.19572,297.67,0.45,0.47,2026-06-27,35,N,VIIRS,n,2.0NRT,286.53,0.67,N
39.8378,30.2992,299.51,0.46,0.47,2026-06-27,35,N,VIIRS,n,2.0NRT,287.65,0.86,N
39.86482,26.24551,317.36,0.46,0.39,2026-06-27,35,N,VIIRS,n,2.0NRT,295.19,1.55,N
39.9011,28.87195,299.44,0.39,0.44,2026-06-27,35,N,VIIRS,n,2.0NRT,286.42,0.57,N
40.44551,27.13077,310.69,0.48,0.4,2026-06-27,35,N,VIIRS,n,2.0NRT,294.33,1.35,N
40.75652,31.78489,296.43,0.51,0.49,2026-06-27,35,N,VIIRS,n,2.0NRT,285.13,0.7,N
40.7578,29.76255,314.78,0.41,0.45,2026-06-27,35,N,VIIRS,n,2.0NRT,293.29,1.87,N
40.78079,29.60263,307.55,0.4,0.44,2026-06-27,35,N,VIIRS,n,2.0NRT,293.29,0.96,N
41.02338,28.55275,303.04,0.54,0.42,2026-06-27,35,N,VIIRS,n,2.0NRT,292.43,1.94,N
41.02386,36.09682,297.74,0.41,0.61,2026-06-27,35,N,VIIRS,n,2.0NRT,284.99,1.03,N
41.02496,36.0988,302.29,0.41,0.61,2026-06-27,35,N,VIIRS,n,2.0NRT,285.82,1.11,N
41.17358,32.63091,301.66,0.55,0.51,2026-06-27,35,N,VIIRS,n,2.0NRT,287.2,1.65,N
41.17699,32.63292,322.51,0.55,0.51,2026-06-27,35,N,VIIRS,n,2.0NRT,289.61,4.0,N
