latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.75589,31.78344,298.75,0.54,0.42,2023-10-31,11,N,VIIRS,n,2,273.47,1.21,N,2
40.9471,31.39633,299.61,0.51,0.41,2023-10-31,11,N,VIIRS,n,2,285.25,0.96,N,2
41.17632,32.63322,296.01,0.38,0.43,2023-10-31,11,N,VIIRS,n,2,269.11,0.87,N,2
41.25441,31.41636,300.26,0.51,0.41,2023-10-31,11,N,VIIRS,n,2,287.38,1.04,N,2
41.25568,31.42948,300.0,0.51,0.41,2023-10-31,11,N,VIIRS,n,2,287.77,0.78,N,2
41.26427,31.42632,305.91,0.51,0.41,2023-10-31,11,N,VIIRS,n,2,289.8,2.16,N,2
41.26797,31.42764,319.19,0.51,0.41,2023-10-31,11,N,VIIRS,n,2,288.53,2.47,N,2
41.55265,26.98601,298.76,0.39,0.36,2023-10-31,11,N,VIIRS,n,2,280.51,0.73,N,0
41.6206,26.9837,297.64,0.39,0.36,2023-10-31,11,N,VIIRS,n,2,281.26,0.55,N,0
41.62965,27.68712,304.46,0.39,0.36,2023-10-31,11,N,VIIRS,n,2,286.59,1.05,N,2
41.63571,27.50823,310.13,0.39,0.36,2023-10-31,11,N,VIIRS,n,2,284.8,0.65,N,2
41.79656,26.70054,300.22,0.38,0.36,2023-10-31,11,N,VIIRS,n,2,283.82,0.51,N,2
36.71754,36.20082,300.32,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,274.71,0.66,N,2
36.73192,36.21111,302.61,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,280.92,1.54,N,2
36.73294,36.20716,306.35,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,280.9,1.3,N,2
36.7436,36.20039,338.3,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,288.21,1.87,N,2
36.74529,36.20335,320.7,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,288.03,1.87,N,2
36.7463,36.19941,320.62,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,287.37,1.87,N,2
36.74874,36.20248,302.31,0.37,0.58,2023-10-31,12,N,VIIRS,n,2,287.89,1.87,N,2
36.99826,41.56334,295.4,0.68,0.74,2023-10-31,12,N,VIIRS,n,2,275.63,1.12,N,2
37.62979,31.59163,296.93,0.4,0.45,2023-10-31,12,N,VIIRS,n,2,275.64,0.39,N,0
37.86136,29.37116,297.82,0.48,0.4,2023-10-31,12,N,VIIRS,n,2,283.53,0.89,N,2
38.34542,27.09891,327.92,0.4,0.37,2023-10-31,12,N,VIIRS,n,2,287.95,2.96,N,0
38.42732,27.21667,307.38,0.4,0.37,2023-10-31,12,N,VIIRS,n,2,288.93,1.05,N,2
38.45447,27.26281,300.71,0.41,0.37,2023-10-31,12,N,VIIRS,n,2,289.04,0.57,N,2
38.73425,26.94934,301.34,0.4,0.37,2023-10-31,12,N,VIIRS,n,2,288.09,0.83,N,2
38.73503,26.94482,300.11,0.4,0.37,2023-10-31,12,N,VIIRS,n,2,289.54,1.55,N,2
38.73758,26.95031,310.96,0.4,0.37,2023-10-31,12,N,VIIRS,n,2,288.86,0.83,N,2
38.73835,26.94579,318.96,0.4,0.37,2023-10-31,12,N,VIIRS,n,2,292.39,1.55,N,2
