latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.17545,32.63202,306.14,0.39,0.44,2024-04-08,11,N,VIIRS,n,2,280.2,2.02,N,2
41.25521,31.41933,303.05,0.52,0.41,2024-04-08,11,N,VIIRS,n,2,279.52,0.83,N,0
41.25996,31.42779,297.17,0.52,0.41,2024-04-08,11,N,VIIRS,n,2,282.02,1.08,N,2
41.2614,31.42806,295.21,0.52,0.41,2024-04-08,11,N,VIIRS,n,2,282.62,1.23,N,2
41.26493,31.42314,308.38,0.52,0.41,2024-04-08,11,N,VIIRS,n,2,284.13,2.29,N,2
36.69424,36.20693,299.14,0.37,0.58,2024-04-08,12,N,VIIRS,n,2,278.4,0.62,N,2
36.69698,36.20802,298.07,0.37,0.58,2024-04-08,12,N,VIIRS,n,2,276.65,1.01,N,2
36.71679,36.19822,296.66,0.37,0.58,2024-04-08,12,N,VIIRS,n,2,274.61,1.01,N,2
36.8682,34.76301,296.11,0.62,0.54,2024-04-08,12,N,VIIRS,n,2,285.08,1.46,N,2
38.42602,27.21556,311.94,0.41,0.37,2024-04-08,12,N,VIIRS,n,2,285.88,1.39,N,2
38.73146,26.96335,295.19,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,283.25,0.62,N,2
38.73796,26.94614,327.47,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,287.68,2.61,N,2
38.74033,26.93249,304.55,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,283.65,1.03,N,2
38.74129,26.94708,316.7,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,285.42,0.8,N,2
38.74463,26.94803,296.67,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,283.88,0.8,N,2
38.74797,26.94898,301.92,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,284.91,0.7,N,2
38.75464,26.95089,302.81,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,283.72,0.59,N,2
39.48468,30.04148,302.06,0.49,0.4,2024-04-08,12,N,VIIRS,n,2,278.07,1.27,N,2
39.86625,26.24531,321.12,0.39,0.36,2024-04-08,12,N,VIIRS,n,2,287.03,2.44,N,2
40.25909,30.044,295.1,0.47,0.4,2024-04-08,12,N,VIIRS,n,2,280.54,0.5,N,2
40.74611,29.76765,296.6,0.46,0.39,2024-04-08,12,N,VIIRS,n,2,286.39,0.78,N,0
40.78216,29.60002,305.94,0.45,0.39,2024-04-08,12,N,VIIRS,n,2,285.54,1.76,N,2
41.02032,28.55534,322.11,0.42,0.37,2024-04-08,12,N,VIIRS,n,2,285.5,2.03,N,2
41.62877,27.68514,301.43,0.4,0.37,2024-04-08,12,N,VIIRS,n,2,282.02,0.98,N,2
41.63499,27.50553,301.46,0.39,0.36,2024-04-08,12,N,VIIRS,n,2,282.45,0.94,N,2
41.79607,26.70051,305.46,0.39,0.36,2024-04-08,12,N,VIIRS,n,2,281.33,0.74,N,2
36.2634,33.72779,302.95,0.57,0.52,2024-04-08,13,N,VIIRS,n,2,284.62,1.39,N,2
36.90644,28.86458,326.67,0.48,0.4,2024-04-08,13,N,VIIRS,n,2,287.45,1.65,N,0
36.93465,30.64691,320.4,0.57,0.43,2024-04-08,13,N,VIIRS,n,2,285.92,2.54,N,2
37.25179,30.44116,301.44,0.55,0.43,2024-04-08,13,N,VIIRS,n,2,280.72,1.35,N,2
37.77219,27.4376,295.19,0.42,0.38,2024-04-08,13,N,VIIRS,n,2,284.73,0.55,N,2
35.63018,44.00978,344.37,0.43,0.38,2024-04-08,952,N,VIIRS,n,2,304.42,21.97,D,2
35.66231,43.96705,337.35,0.43,0.38,2024-04-08,952,N,VIIRS,n,2,303.5,12.63,D,2
35.68728,43.87862,335.27,0.43,0.38,2024-04-08,952,N,VIIRS,n,2,295.48,44.7,D,2
36.9592,42.05156,331.29,0.48,0.4,2024-04-08,952,N,VIIRS,n,2,295.78,2.38,D,2
