latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
42.12245,43.01318,297.36,0.56,0.69,2026-09-21,22,N,VIIRS,n,2.0NRT,283.51,0.88,N
36.26144,33.73085,308.5,0.55,0.51,2026-09-21,24,N,VIIRS,n,2.0NRT,292.26,0.71,N
36.2629,33.73186,304.47,0.55,0.51,2026-09-21,24,N,VIIRS,n,2.0NRT,291.92,1.43,N
36.81516,42.77153,306.94,0.78,0.78,2026-09-21,24,N,VIIRS,n,2.0NRT,284.53,1.39,N
36.81873,42.77002,305.13,0.78,0.78,2026-09-21,24,N,VIIRS,n,2.0NRT,284.07,0.97,N
36.92395,41.11868,303.83,0.64,0.72,2026-09-21,24,N,VIIRS,n,2.0NRT,284.54,1.56,N
36.93969,42.17575,300.81,0.72,0.76,2026-09-21,24,N,VIIRS,n,2.0NRT,287.55,1.31,N
36.94227,42.16781,305.72,0.72,0.76,2026-09-21,24,N,VIIRS,n,2.0NRT,287.68,1.31,N
36.94327,42.17176,312.66,0.72,0.76,2026-09-21,24,N,VIIRS,n,2.0NRT,288.02,1.65,N
36.94614,42.13235,314.98,0.72,0.76,2026-09-21,24,N,VIIRS,n,2.0NRT,288.67,1.28,N
36.94696,42.1362,300.47,0.72,0.76,2026-09-21,24,N,VIIRS,n,2.0NRT,287.77,1.55,N
36.94951,42.1282,302.66,0.72,0.76,2026-09-21,24,N,VIIRS,n,2.0NRT,288.9,1.55,N
36.96352,42.07887,302.93,0.71,0.75,2026-09-21,24,N,VIIRS,n,2.0NRT,287.87,1.08,N
36.96415,42.08231,308.7,0.71,0.75,2026-09-21,24,N,VIIRS,n,2.0NRT,288.02,1.18,N
36.96799,42.50872,298.09,0.75,0.77,2026-09-21,24,N,VIIRS,n,2.0NRT,285.55,0.87,N
36.9697,42.51284,299.8,0.75,0.77,2026-09-21,24,N,VIIRS,n,2.0NRT,285.79,0.67,N
37.08122,42.55466,302.07,0.75,0.77,2026-09-21,24,N,VIIRS,n,2.0NRT,287.09,1.33,N
37.25277,30.44196,305.26,0.54,0.42,2026-09-21,24,N,VIIRS,n,2.0NRT,288.53,1.6,N
37.35209,37.1629,297.16,0.39,0.6,2026-09-21,24,N,VIIRS,n,2.0NRT,277.41,1.4,N
37.86258,29.37141,303.27,0.48,0.4,2026-09-21,24,N,VIIRS,n,2.0NRT,288.67,1.15,N
37.92885,32.77186,306.5,0.45,0.47,2026-09-21,24,N,VIIRS,n,2.0NRT,276.62,1.03,N
37.93304,32.7734,304.04,0.45,0.47,2026-09-21,24,N,VIIRS,n,2.0NRT,281.8,1.28,N
38.42558,27.21595,314.98,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,292.01,1.53,N
38.65801,30.61915,305.13,0.52,0.42,2026-09-21,24,N,VIIRS,n,2.0NRT,285.03,1.85,N
38.72076,39.94401,303.65,0.5,0.66,2026-09-21,24,N,VIIRS,n,2.0NRT,269.41,1.23,N
38.73599,26.93215,306.69,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,290.41,1.17,N
38.73697,26.94664,331.42,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,293.76,2.92,N
38.73775,26.94211,303.79,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,291.92,1.04,N
38.73932,26.93309,327.14,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,290.68,2.48,N
38.74695,26.94946,302.45,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,290.68,1.11,N
39.08952,27.51166,306.12,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,288.94,0.74,N
39.09034,27.50698,298.69,0.4,0.37,2026-09-21,24,N,VIIRS,n,2.0NRT,288.0,0.74,N
