latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
40.94574,31.39331,300.18,0.44,0.62,2024-07-16,2255,N,VIIRS,n,2,288.63,0.58,N,2
41.10918,37.32343,311.39,0.44,0.46,2024-07-16,2255,N,VIIRS,n,2,290.78,0.94,N,2
41.17204,32.63127,303.11,0.38,0.59,2024-07-16,2255,N,VIIRS,n,2,289.14,1.2,N,2
41.17754,32.63165,315.75,0.38,0.59,2024-07-16,2255,N,VIIRS,n,2,291.74,1.2,N,2
42.09361,26.9178,300.62,0.76,0.77,2024-07-16,2255,N,VIIRS,n,2,288.93,2.85,N,0
42.10816,26.94766,301.6,0.76,0.77,2024-07-16,2255,N,VIIRS,n,2,289.32,0.88,N,0
42.13866,26.97682,301.32,0.75,0.77,2024-07-16,2255,N,VIIRS,n,2,288.39,1.19,N,0
36.00835,44.08548,352.28,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,300.68,7.0,N,0
36.08355,43.64098,315.33,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,299.59,1.16,N,0
36.09874,43.63147,321.08,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,297.24,1.76,N,0
36.12642,43.77904,313.85,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,298.48,1.94,N,2
36.13113,43.27448,324.4,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,300.57,1.27,N,0
36.13179,43.27024,321.9,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,299.23,1.14,N,0
36.13508,43.27102,312.21,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,299.32,1.14,N,0
36.27236,43.35103,328.52,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,298.24,1.69,N,0
36.27565,43.35182,312.85,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,298.14,0.79,N,0
36.3205,43.10708,313.39,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,302.31,1.19,N,0
36.44223,42.93051,317.76,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,302.17,1.28,N,2
36.45895,41.27915,314.01,0.41,0.37,2024-07-16,2256,N,VIIRS,n,2,299.01,1.65,N,2
36.4742,41.24482,316.35,0.41,0.37,2024-07-16,2256,N,VIIRS,n,2,298.81,1.95,N,0
36.7212,43.73304,307.43,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,297.28,1.46,N,0
36.73122,43.28152,313.34,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,300.88,2.54,N,2
36.76666,39.72979,323.93,0.46,0.39,2024-07-16,2256,N,VIIRS,n,2,297.75,3.73,N,0
36.77026,39.73049,317.22,0.46,0.39,2024-07-16,2256,N,VIIRS,n,2,297.39,3.45,N,0
36.77084,41.34304,314.91,0.41,0.37,2024-07-16,2256,N,VIIRS,n,2,299.44,1.31,N,0
36.77147,41.33847,315.12,0.41,0.37,2024-07-16,2256,N,VIIRS,n,2,298.66,1.4,N,0
36.77483,43.32536,331.13,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,300.93,3.18,N,2
36.7755,43.32109,315.07,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,298.2,3.18,N,2
36.77812,43.32616,322.83,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,302.07,3.18,N,2
36.80447,38.19006,311.68,0.53,0.42,2024-07-16,2256,N,VIIRS,n,2,296.23,1.73,N,0
36.81189,42.26428,315.49,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,297.32,1.71,N,0
36.83144,37.9773,317.11,0.55,0.42,2024-07-16,2256,N,VIIRS,n,2,297.44,2.97,N,0
36.86866,43.48797,312.48,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,297.66,1.97,N,2
36.88383,42.67439,330.12,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,296.6,3.07,N,0
36.88448,42.67006,328.46,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,298.12,3.07,N,0
36.88779,42.67083,307.71,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,296.13,1.03,N,0
36.88843,42.6665,314.1,0.39,0.36,2024-07-16,2256,N,VIIRS,n,2,296.06,1.01,N,0
36.89439,43.4322,327.62,0.38,0.36,2024-07-16,2256,N,VIIRS,n,2,295.43,2.41,N,2
