latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
41.02199,28.55656,306.68,0.43,0.62,2025-01-08,55,N,VIIRS,n,2,281.68,0.99,N,2
35.52943,44.34203,367.0,0.7,0.75,2025-01-08,856,N,VIIRS,h,2,290.92,14.95,D,2
35.52973,44.34308,354.73,0.7,0.75,2025-01-08,856,N,VIIRS,n,2,290.28,12.05,D,2
35.68297,43.87396,354.27,0.74,0.76,2025-01-08,856,N,VIIRS,n,2,290.59,17.29,D,2
35.68546,43.88186,349.15,0.73,0.76,2025-01-08,856,N,VIIRS,n,2,289.24,17.29,D,2
36.7788,43.32547,354.6,0.73,0.76,2025-01-08,856,N,VIIRS,n,2,289.57,10.97,D,2
36.8944,43.42829,330.31,0.72,0.75,2025-01-08,856,N,VIIRS,n,2,285.4,3.97,D,2
36.90456,43.3884,337.52,0.72,0.76,2025-01-08,856,N,VIIRS,n,2,286.64,7.19,D,2
35.52674,44.34517,339.64,0.53,0.5,2025-01-08,1036,N,VIIRS,n,2,296.23,5.68,D,2
35.53091,44.33876,340.77,0.53,0.5,2025-01-08,1036,N,VIIRS,n,2,297.87,9.0,D,2
35.60338,39.53722,332.57,0.46,0.39,2025-01-08,1036,N,VIIRS,n,2,293.07,2.44,D,0
35.62785,44.01066,341.89,0.51,0.49,2025-01-08,1036,N,VIIRS,n,2,301.87,22.02,D,2
35.68606,43.8774,339.82,0.5,0.49,2025-01-08,1036,N,VIIRS,n,2,303.09,52.86,D,2
35.723,44.04322,339.79,0.51,0.49,2025-01-08,1036,N,VIIRS,n,2,296.43,7.75,D,2
35.75945,43.29498,338.68,0.46,0.47,2025-01-08,1036,N,VIIRS,n,2,291.93,13.71,D,0
35.77383,43.99345,338.0,0.51,0.49,2025-01-08,1036,N,VIIRS,n,2,293.9,2.81,D,2
35.83914,38.33318,339.34,0.42,0.38,2025-01-08,1036,N,VIIRS,n,2,306.64,65.9,D,0
35.84259,38.33251,346.38,0.42,0.38,2025-01-08,1036,N,VIIRS,n,2,291.0,13.46,D,0
35.98069,43.7725,340.61,0.5,0.49,2025-01-08,1036,N,VIIRS,n,2,295.76,7.12,D,2
35.9812,43.76962,342.67,0.5,0.49,2025-01-08,1036,N,VIIRS,n,2,296.65,4.9,D,2
36.03204,37.97263,330.24,0.41,0.37,2025-01-08,1036,N,VIIRS,n,2,292.59,4.43,D,0
36.77653,43.32486,351.85,0.48,0.48,2025-01-08,1036,N,VIIRS,n,2,298.94,12.01,D,2
36.77978,43.5673,339.16,0.49,0.49,2025-01-08,1036,N,VIIRS,n,2,294.62,4.39,D,0
36.81084,42.82734,350.28,0.45,0.47,2025-01-08,1036,N,VIIRS,n,2,296.38,6.69,D,0
36.89204,43.43251,338.6,0.49,0.48,2025-01-08,1036,N,VIIRS,n,2,287.78,5.19,D,2
36.90643,43.39095,341.23,0.48,0.48,2025-01-08,1036,N,VIIRS,n,2,291.85,8.25,D,2
36.93602,43.2342,340.97,0.48,0.48,2025-01-08,1036,N,VIIRS,n,2,296.46,8.27,D,0
36.42958,36.52153,329.95,0.39,0.36,2025-01-08,1037,N,VIIRS,n,2,291.71,1.13,D,0
36.73196,36.20926,341.01,0.39,0.36,2025-01-08,1037,N,VIIRS,n,2,294.16,3.51,D,2
36.76189,39.55961,336.58,0.47,0.4,2025-01-08,1037,N,VIIRS,n,2,293.84,3.87,D,0
36.76856,39.55298,328.77,0.47,0.4,2025-01-08,1037,N,VIIRS,n,2,292.5,3.57,D,0
36.7722,39.55231,330.32,0.47,0.4,2025-01-08,1037,N,VIIRS,n,2,292.74,3.57,D,0
36.89798,38.78476,330.2,0.44,0.39,2025-01-08,1037,N,VIIRS,n,2,294.15,3.2,D,0
36.98087,40.27023,357.39,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,298.44,12.86,D,0
36.98859,40.33909,330.52,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,294.5,5.07,D,0
36.99238,40.33842,330.3,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,294.05,5.07,D,0
36.9935,40.2797,338.52,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,291.11,5.35,D,0
36.99952,40.19715,325.94,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,290.61,2.38,D,0
37.00017,40.2028,330.23,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,293.35,5.31,D,0
37.00041,40.27262,331.65,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,293.14,2.47,D,0
37.00351,40.20018,345.76,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,292.73,8.78,D,0
37.00394,40.20212,330.89,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,293.49,5.38,D,0
37.00577,40.18455,335.99,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,294.42,3.35,D,0
37.01657,40.3815,332.92,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,293.4,5.74,D,0
37.01921,40.2032,328.09,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,291.69,2.63,D,0
37.02487,40.1848,328.96,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,295.44,2.09,D,0
37.0255,40.19048,335.75,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,295.46,4.85,D,0
37.02612,40.19617,331.39,0.5,0.41,2025-01-08,1037,N,VIIRS,n,2,295.39,4.85,D,0
37.03408,40.50308,327.36,0.52,0.42,2025-01-08,1037,N,VIIRS,n,2,294.58,2.96,D,0
37.03653,40.50683,328.02,0.52,0.42,2025-01-08,1037,N,VIIRS,n,2,294.03,2.66,D,0
37.04564,40.30374,336.54,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,297.12,10.36,D,0
37.0583,40.38417,329.6,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,294.76,4.33,D,0
37.06013,40.26018,341.24,0.51,0.41,2025-01-08,1037,N,VIIRS,n,2,299.44,37.54,D,0
37.07291,40.41133,331.59,0.52,0.41,2025-01-08,1037,N,VIIRS,n,2,298.01,39.27,D,0
37.07927,40.43403,336.37,0.52,0.41,2025-01-08,1037,N,VIIRS,n,2,294.36,8.08,D,0
