latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
38.73895,26.94377,310.87,0.58,0.7,2026-09-02,120,N,VIIRS,n,2.0NRT,294.51,2.61,N
39.09216,27.51305,302.12,0.61,0.71,2026-09-02,120,N,VIIRS,n,2.0NRT,289.81,1.34,N
39.86539,26.24436,304.13,0.5,0.66,2026-09-02,120,N,VIIRS,n,2.0NRT,284.87,1.01,N
40.75587,29.76594,304.7,0.69,0.74,2026-09-02,120,N,VIIRS,n,2.0NRT,290.08,2.48,N
40.75747,29.76399,301.74,0.69,0.74,2026-09-02,120,N,VIIRS,n,2.0NRT,290.04,1.47,N
41.02067,28.55474,305.67,0.6,0.7,2026-09-02,120,N,VIIRS,n,2.0NRT,290.35,1.16,N
41.2569,31.41243,298.14,0.79,0.78,2026-09-02,120,N,VIIRS,n,2.0NRT,287.95,2.7,N
41.26041,31.4255,301.37,0.79,0.78,2026-09-02,120,N,VIIRS,n,2.0NRT,289.51,2.31,N
35.52489,44.34418,349.29,0.49,0.65,2026-09-02,920,N,VIIRS,n,2.0NRT,309.53,7.37,D
35.53066,44.34184,367.0,0.49,0.65,2026-09-02,920,N,VIIRS,h,2.0NRT,308.22,7.37,D
35.53645,44.33957,332.03,0.49,0.65,2026-09-02,920,N,VIIRS,n,2.0NRT,305.56,1.52,D
35.56174,44.28469,342.89,0.49,0.65,2026-09-02,920,N,VIIRS,n,2.0NRT,308.03,5.24,D
35.56658,44.28603,348.02,0.49,0.65,2026-09-02,920,N,VIIRS,n,2.0NRT,308.65,5.47,D
35.62824,44.00836,351.85,0.5,0.66,2026-09-02,920,N,VIIRS,n,2.0NRT,308.77,15.41,D
35.62977,44.01379,367.0,0.5,0.66,2026-09-02,920,N,VIIRS,h,2.0NRT,308.72,15.41,D
35.66157,43.96468,346.36,0.5,0.66,2026-09-02,920,N,VIIRS,n,2.0NRT,308.1,4.91,D
35.66274,43.96725,347.64,0.5,0.66,2026-09-02,920,N,VIIRS,n,2.0NRT,308.72,5.03,D
35.68184,43.87392,336.27,0.51,0.66,2026-09-02,920,N,VIIRS,n,2.0NRT,306.57,17.46,D
35.6834,43.8794,367.0,0.51,0.66,2026-09-02,920,N,VIIRS,h,2.0NRT,313.8,51.67,D
35.72238,44.04263,367.0,0.5,0.66,2026-09-02,920,N,VIIRS,h,2.0NRT,309.55,12.05,D
35.72251,44.03954,353.04,0.5,0.66,2026-09-02,920,N,VIIRS,n,2.0NRT,307.35,12.43,D
35.72408,44.04506,367.0,0.5,0.66,2026-09-02,920,N,VIIRS,h,2.0NRT,308.68,15.5,D
