latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
36.8708,34.76643,301.44,0.45,0.63,2026-09-15,35,N,VIIRS,n,2.0NRT,290.25,0.93,N
37.02317,36.10888,303.29,0.52,0.67,2026-09-15,35,N,VIIRS,n,2.0NRT,289.1,1.36,N
37.74333,31.69183,295.09,0.59,0.53,2026-09-15,35,N,VIIRS,n,2.0NRT,282.44,0.68,N
37.74722,31.82103,303.25,0.6,0.53,2026-09-15,35,N,VIIRS,n,2.0NRT,283.38,1.81,N
37.75186,31.82315,305.02,0.6,0.53,2026-09-15,35,N,VIIRS,n,2.0NRT,282.68,0.92,N
37.8074,31.70252,295.36,0.59,0.53,2026-09-15,35,N,VIIRS,n,2.0NRT,282.67,0.58,N
37.8513,31.66326,301.45,0.58,0.52,2026-09-15,35,N,VIIRS,n,2.0NRT,281.81,0.78,N
37.86356,31.59795,295.97,0.58,0.52,2026-09-15,35,N,VIIRS,n,2.0NRT,281.48,0.58,N
37.89044,31.62913,309.7,0.58,0.52,2026-09-15,35,N,VIIRS,n,2.0NRT,283.61,2.61,N
37.89669,31.62447,319.31,0.58,0.52,2026-09-15,35,N,VIIRS,n,2.0NRT,283.85,4.41,N
38.42508,27.21628,305.31,0.51,0.41,2026-09-15,35,N,VIIRS,n,2.0NRT,284.74,0.97,N
38.65891,30.61763,298.31,0.49,0.49,2026-09-15,35,N,VIIRS,n,2.0NRT,268.49,1.17,N
38.94338,32.41151,296.79,0.6,0.53,2026-09-15,35,N,VIIRS,n,2.0NRT,280.58,1.7,N
39.21503,36.9258,301.24,0.5,0.66,2026-09-15,35,N,VIIRS,n,2.0NRT,280.54,0.63,N
39.21697,36.92691,302.14,0.5,0.66,2026-09-15,35,N,VIIRS,n,2.0NRT,280.64,1.04,N
39.23616,34.69083,309.97,0.38,0.59,2026-09-15,35,N,VIIRS,n,2.0NRT,282.49,1.07,N
39.3133,34.73287,300.87,0.38,0.59,2026-09-15,35,N,VIIRS,n,2.0NRT,281.44,0.78,N
39.3185,34.73522,310.82,0.38,0.59,2026-09-15,35,N,VIIRS,n,2.0NRT,282.02,0.96,N
39.36053,33.60152,328.46,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,281.09,2.5,N
39.36236,33.61531,308.61,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,279.84,0.7,N
39.36335,33.61158,305.94,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.25,1.07,N
39.3644,33.62835,315.99,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.9,1.76,N
39.36633,33.60035,323.02,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.52,0.92,N
39.36727,33.61751,303.68,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.46,0.7,N
39.36823,33.61388,299.16,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.57,1.07,N
39.36935,33.63041,296.16,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.05,0.68,N
39.37018,33.60653,302.63,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.23,0.92,N
39.37117,33.60281,297.02,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.07,0.92,N
39.37525,33.62885,302.56,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.42,0.68,N
39.37621,33.62522,305.98,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.87,1.24,N
39.38002,33.61081,305.36,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.75,1.11,N
39.38399,33.61657,304.84,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.93,1.24,N
39.38494,33.61298,324.32,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,281.72,2.08,N
39.44857,33.71467,301.68,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,278.86,0.5,N
39.45742,33.70209,302.45,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,278.26,0.31,N
39.47325,33.62178,301.54,0.33,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,279.38,0.67,N
39.48363,30.04278,302.88,0.44,0.46,2026-09-15,35,N,VIIRS,n,2.0NRT,281.96,0.62,N
39.49724,33.78075,317.1,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,277.34,1.4,N
39.6485,33.93188,297.6,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,280.39,0.29,N
39.65048,33.92445,299.48,0.34,0.56,2026-09-15,35,N,VIIRS,n,2.0NRT,279.89,1.01,N
39.70761,30.15333,295.22,0.44,0.46,2026-09-15,35,N,VIIRS,n,2.0NRT,280.05,0.79,N
