latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
39.95635,32.54995,295.1,0.7,0.75,2024-02-23,55,N,VIIRS,n,2,268.07,2.11,N,0
39.95666,32.54609,309.65,0.7,0.75,2024-02-23,55,N,VIIRS,n,2,268.43,1.58,N,0
41.25985,31.42834,298.67,0.57,0.69,2024-02-23,55,N,VIIRS,n,2,276.6,1.74,N,2
41.26787,31.42524,296.36,0.57,0.69,2024-02-23,55,N,VIIRS,n,2,279.75,1.97,N,2
38.73909,26.9461,298.0,0.4,0.6,2024-02-23,56,N,VIIRS,n,2,280.54,0.46,N,2
35.72939,44.03311,329.66,0.5,0.49,2024-02-23,1036,N,VIIRS,n,2,286.93,3.05,D,2
36.71875,36.20364,327.37,0.39,0.36,2024-02-23,1036,N,VIIRS,n,2,294.75,2.03,D,2
36.72994,36.20998,328.56,0.39,0.36,2024-02-23,1036,N,VIIRS,n,2,297.6,2.53,D,2
36.73057,36.21428,335.08,0.39,0.36,2024-02-23,1036,N,VIIRS,n,2,296.52,2.53,D,2
36.7771,43.327,338.68,0.47,0.48,2024-02-23,1036,N,VIIRS,n,2,286.84,4.9,D,2
36.96483,42.08411,327.5,0.4,0.45,2024-02-23,1036,N,VIIRS,n,2,283.21,2.43,D,2
37.3811,30.38881,328.19,0.51,0.41,2024-02-23,1037,N,VIIRS,n,2,294.3,3.05,D,0
37.55329,30.28722,331.55,0.51,0.41,2024-02-23,1037,N,VIIRS,n,2,293.97,5.58,D,0
37.77049,27.7571,330.15,0.44,0.46,2024-02-23,1037,N,VIIRS,n,2,289.27,2.67,D,0
37.81628,29.35193,330.89,0.55,0.43,2024-02-23,1037,N,VIIRS,n,2,290.68,3.04,D,0
38.00347,30.08106,335.93,0.51,0.41,2024-02-23,1037,N,VIIRS,n,2,294.62,7.9,D,0
39.1212,32.76019,341.22,0.4,0.37,2024-02-23,1037,N,VIIRS,n,2,295.55,4.4,D,0
39.13448,34.33543,335.37,0.39,0.36,2024-02-23,1037,N,VIIRS,n,2,291.7,3.58,D,0
39.17224,34.20591,335.05,0.39,0.36,2024-02-23,1037,N,VIIRS,n,2,292.86,6.54,D,0
39.34162,31.80995,333.78,0.42,0.38,2024-02-23,1037,N,VIIRS,n,2,293.79,3.35,D,0
39.66985,34.52025,335.1,0.38,0.36,2024-02-23,1037,N,VIIRS,n,2,292.56,2.49,D,0
39.70966,34.58503,349.54,0.38,0.36,2024-02-23,1037,N,VIIRS,n,2,293.38,4.16,D,0
39.77259,34.66138,332.54,0.38,0.36,2024-02-23,1037,N,VIIRS,n,2,293.39,2.5,D,0
39.88835,30.18714,332.97,0.47,0.4,2024-02-23,1037,N,VIIRS,n,2,293.47,3.97,D,0
39.99689,35.22786,325.41,0.39,0.36,2024-02-23,1037,N,VIIRS,n,2,291.85,1.72,D,0
