latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
35.52789,44.33998,332.95,0.57,0.69,2026-06-02,2203,N,VIIRS,n,2.0NRT,293.66,2.8,N
35.5344,44.34058,310.72,0.57,0.69,2026-06-02,2203,N,VIIRS,n,2.0NRT,292.6,2.8,N
35.53465,44.3339,319.94,0.58,0.69,2026-06-02,2203,N,VIIRS,n,2.0NRT,293.05,2.8,N
35.62944,44.01009,349.45,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,292.7,10.59,N
35.62967,44.0031,351.88,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,292.78,10.59,N
35.6642,43.96425,335.99,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,291.75,4.46,N
35.68059,43.87384,320.15,0.61,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,289.32,4.09,N
35.68379,43.88009,317.94,0.61,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,289.86,20.87,N
35.68399,43.8731,367.0,0.61,0.71,2026-06-02,2203,N,VIIRS,h,2.0NRT,300.96,20.87,N
35.68419,43.86591,309.27,0.61,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,289.75,31.7,N
35.68702,43.88135,310.26,0.61,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,289.17,15.91,N
35.68726,43.87438,367.0,0.61,0.71,2026-06-02,2203,N,VIIRS,h,2.0NRT,302.01,30.64,N
35.6875,43.86726,310.81,0.61,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,289.34,30.64,N
35.69067,43.8736,312.38,0.61,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,290.62,20.87,N
35.7257,44.03752,367.0,0.6,0.71,2026-06-02,2203,N,VIIRS,h,2.0NRT,294.4,6.15,N
35.72593,44.03038,304.37,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,291.83,6.15,N
35.73254,44.0312,313.24,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,290.64,1.37,N
35.77023,43.9969,306.46,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,292.6,1.81,N
35.77044,43.98975,309.9,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,292.66,2.92,N
35.77369,43.99282,327.39,0.6,0.71,2026-06-02,2203,N,VIIRS,n,2.0NRT,293.51,2.86,N
35.95539,43.72546,303.24,0.63,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,290.53,1.27,N
35.96776,43.7632,303.68,0.62,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,291.68,2.05,N
35.98103,43.76987,317.89,0.62,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,290.84,3.63,N
35.98124,43.76293,321.47,0.62,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,291.29,3.63,N
35.98314,43.7673,335.77,0.62,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,291.95,4.96,N
36.00167,43.75608,298.58,0.62,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,288.13,0.68,N
36.0177,43.67647,307.76,0.63,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,290.81,2.0,N
36.01912,43.68126,309.66,0.63,0.72,2026-06-02,2203,N,VIIRS,n,2.0NRT,291.28,1.67,N
36.44409,42.92669,299.99,0.7,0.75,2026-06-02,2203,N,VIIRS,n,2.0NRT,288.05,1.18,N
36.93628,42.13323,306.28,0.77,0.78,2026-06-02,2203,N,VIIRS,n,2.0NRT,288.01,2.16,N
36.9364,42.124,308.92,0.77,0.78,2026-06-02,2203,N,VIIRS,n,2.0NRT,288.07,2.16,N
