latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
41.17451,32.62967,297.14,0.55,0.68,2026-04-28,56,N,VIIRS,n,2.0NRT,276.21,1.72,N
41.25493,31.41022,300.65,0.48,0.65,2026-04-28,56,N,VIIRS,n,2.0NRT,277.72,0.97,N
41.25645,31.41389,298.97,0.48,0.65,2026-04-28,56,N,VIIRS,n,2.0NRT,277.65,1.37,N
41.26451,31.42175,300.6,0.48,0.65,2026-04-28,56,N,VIIRS,n,2.0NRT,280.68,2.08,N
41.26603,31.42532,298.36,0.48,0.65,2026-04-28,56,N,VIIRS,n,2.0NRT,281.61,1.57,N
38.42709,27.25026,297.34,0.36,0.57,2026-04-28,58,N,VIIRS,n,2.0NRT,281.81,0.2,N
38.45762,27.26283,297.66,0.36,0.57,2026-04-28,58,N,VIIRS,n,2.0NRT,285.36,0.5,N
38.73246,26.9647,310.0,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,283.26,0.98,N
38.7364,26.92883,296.03,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,284.15,0.31,N
38.73736,26.94613,297.45,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,287.38,0.8,N
38.73837,26.94227,296.99,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,285.18,0.85,N
38.74129,26.95212,295.5,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,283.69,0.9,N
38.74134,26.93099,295.31,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,284.88,0.31,N
38.74231,26.94824,313.66,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,285.43,0.9,N
38.80328,26.93496,295.98,0.34,0.56,2026-04-28,58,N,VIIRS,n,2.0NRT,285.86,0.65,N
39.11349,27.51604,296.26,0.36,0.57,2026-04-28,58,N,VIIRS,n,2.0NRT,280.79,0.8,N
39.48637,30.03813,300.54,0.46,0.64,2026-04-28,58,N,VIIRS,n,2.0NRT,277.59,1.52,N
41.02127,28.55641,301.95,0.36,0.57,2026-04-28,58,N,VIIRS,n,2.0NRT,280.89,0.98,N
36.93294,42.12892,304.92,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,283.65,0.93,N
36.93871,42.1295,320.47,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,285.22,1.28,N
36.93921,42.11946,320.96,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,284.47,2.96,N
36.9425,42.16905,329.12,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,284.94,2.46,N
36.94448,42.13004,312.25,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,283.72,1.28,N
36.95025,42.13051,311.74,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,284.12,0.76,N
36.96437,42.08091,303.49,0.43,0.62,2026-04-30,2220,N,VIIRS,n,2.0NRT,283.23,0.37,N
35.52649,44.34371,300.41,0.63,0.54,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.19,1.4,N
35.53204,44.33721,326.2,0.63,0.54,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.46,1.9,N
35.53706,44.33792,305.67,0.63,0.54,2026-04-30,2222,N,VIIRS,n,2.0NRT,285.8,1.9,N
35.62793,44.00945,348.31,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,293.53,14.43,N
35.62821,44.00571,367.0,0.33,0.55,2026-04-30,2222,N,VIIRS,h,2.0NRT,290.7,18.0,N
35.63006,44.00858,348.98,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,297.51,14.8,N
35.63032,44.00484,339.76,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,289.04,14.47,N
35.65907,43.96351,310.32,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.41,0.98,N
35.66422,43.96418,367.0,0.33,0.55,2026-04-30,2222,N,VIIRS,h,2.0NRT,292.33,6.05,N
35.67774,44.06613,307.13,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.47,0.67,N
35.68079,43.8751,298.81,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.11,24.85,N
35.68571,43.87951,307.37,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.64,12.65,N
35.68597,43.87576,324.05,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,312.39,24.85,N
35.68623,43.87201,331.21,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,288.09,24.85,N
35.72108,44.03852,299.77,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.8,7.8,N
35.72592,44.04302,303.01,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.31,7.06,N
35.72619,44.03933,367.0,0.33,0.55,2026-04-30,2222,N,VIIRS,h,2.0NRT,298.3,7.8,N
35.72647,44.0356,297.15,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.04,7.8,N
35.72675,44.03183,307.9,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.1,1.18,N
35.73186,44.03261,322.61,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,288.2,1.31,N
35.77234,43.99482,345.69,0.33,0.55,2026-04-30,2222,N,VIIRS,n,2.0NRT,289.41,2.73,N
35.95431,43.72562,306.2,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.3,0.71,N
35.967,43.76633,334.7,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,289.43,3.8,N
35.96722,43.76659,336.2,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,290.18,3.96,N
35.96724,43.76256,350.74,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,289.26,3.8,N
35.96749,43.76283,351.7,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,289.18,3.96,N
35.97199,43.77039,297.87,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.22,1.03,N
35.97219,43.77063,298.29,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.16,0.72,N
35.97248,43.76287,305.59,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.5,1.46,N
35.97273,43.76313,304.05,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.91,1.22,N
35.98272,43.76736,356.38,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,291.61,4.87,N
35.99893,43.76104,309.2,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.41,0.83,N
35.99918,43.75721,302.98,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,286.46,0.83,N
36.02015,43.68058,335.17,0.35,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,288.59,1.86,N
36.1297,43.77759,298.14,0.34,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.52,1.19,N
36.30999,43.75374,298.1,0.35,0.56,2026-04-30,2222,N,VIIRS,n,2.0NRT,285.64,0.69,N
36.34907,42.07483,305.57,0.43,0.62,2026-04-30,2222,N,VIIRS,n,2.0NRT,287.71,1.27,N
36.9151,41.89248,302.27,0.44,0.63,2026-04-30,2222,N,VIIRS,n,2.0NRT,283.15,0.63,N
36.91652,41.89235,302.25,0.44,0.63,2026-04-30,2222,N,VIIRS,n,2.0NRT,283.3,0.55,N
35.52641,44.34385,299.47,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,284.71,0.84,N
35.52692,44.33946,311.02,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,285.4,1.08,N
35.52827,44.33757,309.31,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,285.7,1.48,N
35.53318,44.34205,300.69,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,284.47,1.08,N
35.53454,44.34014,308.71,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,284.88,1.48,N
35.53511,44.33568,317.53,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,286.08,3.43,N
35.53644,44.33372,304.88,0.6,0.7,2026-05-01,1,N,VIIRS,n,2.0NRT,285.78,1.48,N
