latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
35.52531,44.34378,347.97,0.54,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,316.77,11.49,D
35.56353,44.28466,349.0,0.54,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,318.07,12.12,D
35.56588,44.2856,347.92,0.54,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,318.25,13.2,D
35.62834,44.00832,350.44,0.56,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,323.41,30.51,D
35.66279,43.9639,346.4,0.56,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,317.78,15.99,D
35.68265,43.87778,351.26,0.56,0.52,2026-08-16,939,N,VIIRS,n,2.0NRT,321.02,55.65,D
35.6873,43.87619,354.48,0.56,0.52,2026-08-16,939,N,VIIRS,n,2.0NRT,317.43,40.59,D
35.72543,44.04015,351.38,0.55,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,318.57,15.84,D
35.72673,44.03816,346.27,0.55,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,315.03,22.85,D
35.72863,44.03254,346.1,0.55,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,315.72,15.84,D
35.77172,43.99704,354.86,0.55,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,316.37,17.8,D
35.9796,43.76983,346.19,0.56,0.52,2026-08-16,939,N,VIIRS,n,2.0NRT,315.53,6.87,D
35.99765,43.76115,346.65,0.56,0.52,2026-08-16,939,N,VIIRS,n,2.0NRT,315.52,7.16,D
35.99804,43.76294,344.43,0.56,0.52,2026-08-16,939,N,VIIRS,n,2.0NRT,315.49,6.44,D
36.01727,38.77918,367.0,0.51,0.66,2026-08-16,939,N,VIIRS,h,2.0NRT,304.35,10.04,D
36.01794,38.77886,367.0,0.51,0.66,2026-08-16,939,N,VIIRS,h,2.0NRT,304.14,8.75,D
36.11491,44.04566,345.31,0.54,0.51,2026-08-16,939,N,VIIRS,n,2.0NRT,313.56,12.99,D
36.34139,42.48733,344.73,0.32,0.55,2026-08-16,939,N,VIIRS,n,2.0NRT,307.58,6.89,D
36.34454,42.48516,346.79,0.32,0.55,2026-08-16,939,N,VIIRS,n,2.0NRT,307.44,4.69,D
36.55816,40.49553,339.22,0.41,0.6,2026-08-16,939,N,VIIRS,n,2.0NRT,306.57,3.1,D
36.64712,43.10772,345.02,0.59,0.53,2026-08-16,939,N,VIIRS,n,2.0NRT,311.75,6.0,D
36.76596,39.91087,339.6,0.43,0.62,2026-08-16,939,N,VIIRS,n,2.0NRT,309.1,3.09,D
36.77086,39.99623,338.06,0.42,0.61,2026-08-16,939,N,VIIRS,n,2.0NRT,307.5,4.93,D
36.77212,40.00085,350.89,0.42,0.61,2026-08-16,939,N,VIIRS,n,2.0NRT,307.03,4.93,D
36.79502,40.7007,351.85,0.39,0.59,2026-08-16,939,N,VIIRS,n,2.0NRT,304.17,3.55,D
36.94488,42.13165,343.0,0.33,0.55,2026-08-16,939,N,VIIRS,n,2.0NRT,310.93,3.81,D
36.49411,37.26317,334.93,0.6,0.7,2026-08-16,941,N,VIIRS,n,2.0NRT,302.51,4.27,D
36.49562,37.26522,352.14,0.6,0.7,2026-08-16,941,N,VIIRS,n,2.0NRT,302.79,7.71,D
